********************************************************

Date : 2012/10/04 11:33:08

Parameters:

Speed : 50.0
Alpha : 1.0
X size : 600.0
N of ants : 200.0
Y size : 600.0
N of keys : 50.0
N of items : 500.0
Kd : 1.0E-4
Sigma : 10.0
Kp : 0.0010
Data:

********************************************************

Tick 	Pearson	Entropy	
139	0.004550466035510714	7.632042628905915	
140	0.004550466035510714	7.632042628905915	
141	0.004550466035510714	7.632042628905915	
142	0.004550466035510714	7.632042628905915	
143	0.004550466035510714	7.632042628905915	
144	0.004550466035510714	7.632042628905915	
145	0.004550466035510714	7.632042628905915	
146	0.004550466035510714	7.632042628905915	
147	0.004550466035510714	7.632042628905915	
148	0.004550466035510714	7.632042628905915	
149	0.004550466035510714	7.632042628905915	
150	0.004550466035510714	7.632042628905915	
151	0.004550466035510714	7.632042628905915	
152	0.004550466035510714	7.632042628905915	
153	0.004550466035510714	7.632042628905915	
154	0.004550466035510714	7.632042628905915	
155	0.004550466035510714	7.632042628905915	
156	0.004550466035510714	7.632042628905915	
157	0.004550466035510714	7.632042628905915	
158	0.004550466035510714	7.632042628905915	
159	0.004550466035510714	7.632042628905915	
160	0.004550466035510714	7.632042628905915	
161	0.004550466035510714	7.632042628905915	
162	0.004550466035510714	7.632042628905915	
163	0.004550466035510714	7.632042628905915	
164	0.004550466035510714	7.632042628905915	
165	0.004550466035510714	7.632042628905915	
166	0.004550466035510714	7.632042628905915	
167	0.004550466035510714	7.632042628905915	
168	0.004550466035510714	7.632042628905915	
169	0.004550466035510714	7.632042628905915	
170	0.004550466035510714	7.632042628905915	
171	0.004550466035510714	7.632042628905915	
172	0.004550466035510714	7.632042628905915	
173	0.004550466035510714	7.632042628905915	
174	0.004550466035510714	7.632042628905915	
175	0.004550466035510714	7.632042628905915	
176	0.004550466035510714	7.632042628905915	
177	0.004550466035510714	7.632042628905915	
178	0.004550466035510714	7.632042628905915	
179	0.004550466035510714	7.632042628905915	
180	0.004550466035510714	7.632042628905915	
181	0.004550466035510714	7.632042628905915	
182	0.004550466035510714	7.632042628905915	
183	0.004550466035510714	7.632042628905915	
184	0.004550466035510714	7.632042628905915	
185	0.004550466035510714	7.632042628905915	
186	0.004550466035510714	7.632042628905915	
187	0.004550466035510714	7.632042628905915	
188	0.004550466035510714	7.632042628905915	
189	0.004550466035510714	7.632042628905915	
190	0.004550466035510714	7.632042628905915	
191	0.004550466035510714	7.632042628905915	
192	0.004550466035510714	7.632042628905915	
193	0.004550466035510714	7.632042628905915	
194	0.004550466035510714	7.632042628905915	
195	0.004550466035510714	7.632042628905915	
196	0.004550466035510714	7.632042628905915	
197	0.004550466035510714	7.632042628905915	
198	0.004550466035510714	7.632042628905915	
199	0.004550466035510714	7.632042628905915	
200	0.004550466035510714	7.632042628905915	
201	0.004550466035510714	7.632042628905915	
202	0.0023169140407032977	8.006409228647222	
203	0.0027129574898600312	7.781564232157995	
204	0.004425546668166751	7.846985779785877	
205	0.003735372040312037	7.735368500923742	
206	0.002907643891124581	7.69370662367108	
207	0.0030640650466795707	7.588425151703539	
208	0.002427047531250294	7.580722201859436	
209	0.0028158294971385315	7.54288603928087	
210	0.0029309257919688937	7.458957132014964	
211	0.004016130348253857	7.405153307133366	
212	0.004898779902287233	7.375193421725298	
213	0.004481032498259	7.3557992814366795	
214	0.007953660465515136	7.357904765579395	
215	0.004957197260451074	7.312321264036015	
216	0.0037733073258057422	7.311525095001579	
217	0.004188239774927036	7.275155620599928	
218	0.003492222236978064	7.2369402930081	
219	0.0034757532925873452	7.228921306663308	
220	0.004453861190955023	7.197683895119138	
221	0.003304036269404597	7.184809762142858	
222	0.002814639683566714	7.16355246224208	
223	0.0034232101477178175	7.187886672211423	
224	0.003457468182901012	7.161944984061186	
225	0.0029206536856698035	7.172706326431739	
226	0.0017672215642621223	7.143893992387982	
227	0.001712609963032725	7.136491960669062	
228	0.0015924729050191418	7.155603684472224	
229	0.0015226696154500609	7.154260563202715	
230	0.0024371433820476467	7.155603684472222	
231	0.0027864092286931535	7.173397036813524	
232	0.0021739002551850457	7.167819002055561	
233	0.003270708099533196	7.161675522013876	
234	0.002418541666980033	7.155872138912181	
235	0.0021960988920145257	7.158695011071916	
236	0.0025962899014836944	7.157157222812044	
237	0.002803742408425976	7.159785689797393	
238	0.0026866283693449604	7.163577898498475	
239	0.002104453321104528	7.162123587957857	
240	0.0027085323773807447	7.166882364715471	
241	0.002396062007715848	7.166079790229803	
242	0.0018286150316134757	7.1706871721165575	
243	0.0016633058721246818	7.169009744170625	
244	0.0018297830855391317	7.1706871721165575	
245	0.0019607617687914243	7.169009744170625	
246	0.0019607617687914243	7.169009744170625	
247	0.0018840348744267033	7.1706871721165575	
248	0.0016968955253590624	7.173160119163413	
249	0.0016968955253590624	7.173160119163413	
250	0.0016968955253590624	7.173160119163413	
251	0.0016968955253590624	7.173160119163413	
252	0.0016968955253590624	7.173160119163413	
253	0.0016968955253590624	7.173160119163413	
254	0.0016968955253590624	7.173160119163413	
255	0.0016968955253590624	7.173160119163413	
256	0.0016968955253590624	7.173160119163413	
257	0.0016968955253590624	7.173160119163413	
258	0.0016968955253590624	7.173160119163413	
259	0.0016968955253590624	7.173160119163413	
260	0.0016968955253590624	7.173160119163413	
261	0.0016968955253590624	7.173160119163413	
262	0.0016968955253590624	7.173160119163413	
263	0.0016968955253590624	7.173160119163413	
264	0.0016968955253590624	7.173160119163413	
265	0.0016968955253590624	7.173160119163413	
266	0.0016968955253590624	7.173160119163413	
267	0.0016968955253590624	7.173160119163413	
268	0.0016968955253590624	7.173160119163413	
269	0.0016968955253590624	7.173160119163413	
270	0.0016968955253590624	7.173160119163413	
271	0.0016968955253590624	7.173160119163413	
272	0.0016968955253590624	7.173160119163413	
273	0.0016968955253590624	7.173160119163413	
274	0.0016968955253590624	7.173160119163413	
275	0.0016968955253590624	7.173160119163413	
276	0.0016968955253590624	7.173160119163413	
277	0.0016968955253590624	7.173160119163413	
278	0.0016968955253590624	7.173160119163413	
279	0.0016968955253590624	7.173160119163413	
280	0.0016968955253590624	7.173160119163413	
281	0.0016968955253590624	7.173160119163413	
282	0.0016968955253590624	7.173160119163413	
283	0.0016968955253590624	7.173160119163413	
284	0.0016968955253590624	7.173160119163413	
285	0.0016968955253590624	7.173160119163413	
286	0.0016968955253590624	7.173160119163413	
287	0.0016968955253590624	7.173160119163413	
288	0.0016968955253590624	7.173160119163413	
289	0.0016968955253590624	7.173160119163413	
290	0.0016968955253590624	7.173160119163413	
291	0.0016968955253590624	7.173160119163413	
292	0.0016968955253590624	7.173160119163413	
293	0.0016968955253590624	7.173160119163413	
294	0.0016968955253590624	7.173160119163413	
295	0.0016968955253590624	7.173160119163413	
296	0.0016968955253590624	7.173160119163413	
297	0.0016968955253590624	7.173160119163413	
298	0.0016968955253590624	7.173160119163413	
299	0.0016968955253590624	7.173160119163413	
300	0.0016968955253590624	7.173160119163413	
301	0.0016968955253590624	7.173160119163413	
302	0.0016968955253590624	7.173160119163413	
303	0.0016968955253590624	7.173160119163413	
304	-4.761617745650379E-4	7.367203077182856	
305	-3.499363877211183E-4	7.25917719268642	
306	8.059801699059203E-5	7.3220034000108765	
307	0.0017556310353619901	7.24787103459272	
308	0.0038758751318216573	7.276635619799119	
309	-4.6923846494668247E-4	7.237757065207596	
310	4.416592498322066E-4	7.223146333512457	
311	0.0016377110181648382	7.151111314429567	
312	0.0020903178673043125	7.165977197035272	
313	0.001630018810360609	7.111632023379022	
314	0.0036500914103957307	7.091832028758902	
315	0.0035477764106214807	7.106214671945281	
316	0.006201742876228484	7.111029952362854	
317	0.006242954721802035	7.059061492825668	
318	0.008009175923611144	7.05163815302924	
319	0.00833199049578955	7.033532265086249	
320	0.007400787677685271	7.031259731811694	
321	0.0077447457700291385	7.0056494684538535	
322	0.00786489490969353	6.947979733131495	
323	0.008087378954303994	6.964311445043224	
324	0.009177388110727895	6.969304834394984	
325	0.008436812972171021	6.983049148299969	
326	0.007618473072927168	6.991907307470912	
327	0.00874471511352486	6.960282860642551	
328	0.008047962657249538	6.968679440439995	
329	0.007296930948366869	6.979598965907298	
330	0.008339083810556862	6.970077867697163	
331	0.008156464078233155	6.976647642579104	
332	0.008392491830069982	7.0083824594693045	
333	0.007587797645002399	6.982087568802627	
334	0.008400874744923301	6.9962408448806865	
335	0.006338613988508802	6.9860332650112476	
336	0.007070647719880176	6.952855536191589	
337	0.005882409959151237	6.975368999799997	
338	0.007544103233469169	6.936220816942129	
339	0.006381028895318024	6.905192140425499	
340	0.0070593948873258735	6.9137076761569505	
341	0.00744257314254534	6.892222054006112	
342	0.0070594882766252766	6.887353460892157	
343	0.008350946959067697	6.882727655239052	
344	0.009072834686769782	6.893010260525364	
345	0.008602149392761587	6.907430615908349	
346	0.008503627162554657	6.8968200416769525	
347	0.008758299313525874	6.893955640335485	
348	0.009264458055737276	6.8922712526236944	
349	0.00940575197221683	6.892724276881438	
350	0.009353712876091961	6.876216836386842	
351	0.009248253119974004	6.876901592239914	
352	0.009623589322645738	6.859491694242628	
353	0.009804536769541064	6.8783952540205	
354	0.009734460437732717	6.8744060910074145	
355	0.009287146332639334	6.881383910527966	
356	0.00935714603703522	6.876901592239913	
357	0.009298980279446561	6.881383910527966	
358	0.00935775388767169	6.876901592239913	
359	0.009295802446342864	6.874244879027712	
360	0.009359500176248299	6.869786278452285	
361	0.009284745938018101	6.8712562225202465	
362	0.009362221616902698	6.88056738309626	
363	0.00922231170873022	6.880439180860791	
364	0.009161429041945163	6.88971983326956	
365	0.009051608882210068	6.892471315775581	
366	0.009164422821122254	6.895067476041777	
367	0.009267794729331558	6.8858046491089135	
368	0.009267794729331558	6.8858046491089135	
369	0.009267794729331558	6.8858046491089135	
370	0.009267794729331558	6.8858046491089135	
371	0.009267794729331558	6.8858046491089135	
372	0.009267794729331558	6.8858046491089135	
373	0.009267794729331558	6.8858046491089135	
374	0.009267794729331558	6.8858046491089135	
375	0.009267794729331558	6.8858046491089135	
376	0.009267794729331558	6.8858046491089135	
377	0.009267794729331558	6.8858046491089135	
378	0.009267794729331558	6.8858046491089135	
379	0.009267794729331558	6.8858046491089135	
380	0.009267794729331558	6.8858046491089135	
381	0.009267794729331558	6.8858046491089135	
382	0.009267794729331558	6.8858046491089135	
383	0.009267794729331558	6.8858046491089135	
384	0.009267794729331558	6.8858046491089135	
385	0.009267794729331558	6.8858046491089135	
386	0.009267794729331558	6.8858046491089135	
387	0.009267794729331558	6.8858046491089135	
388	0.009267794729331558	6.8858046491089135	
389	0.009267794729331558	6.8858046491089135	
390	0.009267794729331558	6.8858046491089135	
391	0.009267794729331558	6.8858046491089135	
392	0.009267794729331558	6.8858046491089135	
393	0.009267794729331558	6.8858046491089135	
394	0.009267794729331558	6.8858046491089135	
395	0.009267794729331558	6.8858046491089135	
396	0.009576829025842334	6.885915025868476	
397	0.009267794729331558	6.8858046491089135	
398	0.009267794729331558	6.8858046491089135	
399	0.00957606184887294	6.883075314997136	
400	0.009267794729331558	6.8858046491089135	
401	0.009267794729331558	6.8858046491089135	
402	0.009267794729331558	6.8858046491089135	
403	0.009267794729331558	6.8858046491089135	
404	0.009267794729331558	6.8858046491089135	
405	0.009267794729331558	6.8858046491089135	
406	0.01026456020535579	6.948120842241524	
407	0.010400921975209606	6.9305027356353985	
408	0.010322448805049724	6.970731032607118	
409	0.009726243660874179	6.936120955816609	
410	0.008578890372102086	6.938553407194922	
411	0.01033584401290012	6.989104181549383	
412	0.009898621199087071	6.9776089318369445	
413	0.00961206748048154	7.019985906073283	
414	0.009479286341561872	6.987387376621331	
415	0.009387554255559172	6.94324673618433	
416	0.008603338597979475	6.988092672598244	
417	0.008109498309787789	7.003693704511683	
418	0.007146718466630447	7.00587475893829	
419	0.00607106185958052	6.972160035698992	
420	0.00594241002628467	6.985312606358522	
421	0.0066022209074191865	6.964959477430614	
422	0.00677905740978973	6.96499934890389	
423	0.005436589718565363	6.960557042309942	
424	0.005798725379668842	6.893367286190798	
425	0.006156176810663447	6.89434797340273	
426	0.007833385060620266	6.8839138463369425	
427	0.007745693653722215	6.872520496162433	
428	0.0074855510455224174	6.912617973429229	
429	0.008565091514987183	6.925953623966874	
430	0.009900178775955582	6.87658372675862	
431	0.009934913781788911	6.871773115469976	
432	0.009931562176658961	6.800703349354678	
433	0.009830071908199952	6.811033846471755	
434	0.012164705959635235	6.788464920974585	
435	0.011149998752531894	6.816296234816928	
436	0.008978411822368642	6.828463759806563	
437	0.009292364437848281	6.787877585674945	
438	0.01226319239802991	6.811258315085374	
439	0.011625200300325666	6.774865648672305	
440	0.01250835199889459	6.815754166524782	
441	0.013949783928798953	6.775727646646288	
442	0.01333732329534236	6.775003105327191	
443	0.015517589467537346	6.790035681317157	
444	0.016695163032208978	6.783294375760671	
445	0.015949716830145604	6.7852095679768345	
446	0.013565353316346338	6.784284284962866	
447	0.015455565893614149	6.7893057056240105	
448	0.015033155796620006	6.756806546791596	
449	0.014631446485259516	6.757317639155822	
450	0.015672557947705137	6.746148531856914	
451	0.015690102012157016	6.745514733384722	
452	0.017152338718330603	6.7470823878149595	
453	0.015348454917913644	6.7382617661346424	
454	0.017878328662272833	6.727813660137697	
455	0.016395165032971264	6.733058940405504	
456	0.018526254150630247	6.720729134952759	
457	0.01896938836305654	6.725959949845857	
458	0.01707329907490712	6.721698239875367	
459	0.020995365979351324	6.734183714306469	
460	0.01854199395889816	6.728081935298507	
461	0.01904172574943423	6.69856504989259	
462	0.01972980100252675	6.717042069195613	
463	0.018389406509624295	6.706022492384612	
464	0.016755154388952552	6.705258998017761	
465	0.01980551251700507	6.687862900842182	
466	0.017255301806074867	6.703228449800501	
467	0.01919820359301727	6.689309326922518	
468	0.018868346278248543	6.6885146725798	
469	0.01892347832888645	6.686716772140456	
470	0.01780682066833707	6.684378906487439	
471	0.016929479270622407	6.679631698377641	
472	0.015389299308698775	6.696059223405491	
473	0.01684975949079021	6.7089324626108775	
474	0.015625560531088392	6.719055640832316	
475	0.016240068103734174	6.714065321768654	
476	0.013520274287581627	6.697663047792114	
477	0.016445398987497938	6.693860113971035	
478	0.013999172498381538	6.6884047573470475	
479	0.01561282339591703	6.683300747530293	
480	0.014410324309610935	6.692737197188819	
481	0.016409495228467266	6.683915989595671	
482	0.015437497490073431	6.650330064680609	
483	0.014995856348916236	6.647503482911005	
484	0.015297006783149531	6.648855062916832	
485	0.013666687795404735	6.65861076934187	
486	0.014293263619709153	6.666983414279939	
487	0.01470028789054221	6.6584880117910386	
488	0.015240509536483699	6.6631956229139355	
489	0.01424173808022038	6.666605387292581	
490	0.01344706931105384	6.631950768327133	
491	0.013088238617704308	6.662454261397608	
492	0.014734361855004815	6.64707495827856	
493	0.013193060591998046	6.662896842197211	
494	0.014468666151374194	6.671840407216596	
495	0.01494713643372909	6.665717809102404	
496	0.01495434637147058	6.671988880158146	
497	0.014712660750735804	6.655725200138747	
498	0.015659723993525283	6.6586393235889885	
499	0.015705735515647058	6.656732399228301	
500	0.014955301498809845	6.639854511572172	
501	0.013951792672096494	6.648015715499735	
502	0.01456819372928056	6.621956321934292	
503	0.015432965385095141	6.620213188133853	
504	0.014845975593158627	6.616626386588474	
505	0.0158546591257976	6.6156058062471	
506	0.015643379034725166	6.616626386588474	
507	0.015004237296266515	6.612343371594826	
508	0.014226940406756306	6.604076440273508	
509	0.014121748769602696	6.612767005317403	
510	0.012547654220023758	6.632461116416576	
511	0.013998938506310498	6.632311234709269	
512	0.011910875260333095	6.662207502709453	
513	0.009714049715662736	6.690548370615139	
514	0.011330014936497074	6.64541343536424	
515	0.011458801340119954	6.662212038818625	
516	0.01703535173646308	6.626320569326028	
517	0.013371984546624669	6.644544781240281	
518	0.011440313113110265	6.667671772612489	
519	0.014109822830079024	6.6588876093700184	
520	0.014420443153219211	6.695737950341694	
521	0.013938300548702041	6.669116292559798	
522	0.011778358974153877	6.691945355792229	
523	0.012024852893126266	6.717569821492687	
524	0.009852771595994674	6.757769794625712	
525	0.007770263212806796	6.737103543120482	
526	0.00945666841556348	6.697642273404979	
527	0.009001759241603005	6.695693142777912	
528	0.01149696814121008	6.732107300453371	
529	0.011521093680630356	6.687837738313501	
530	0.009014525545593711	6.6864630509835	
531	0.01012856122765223	6.651669324960025	
532	0.010037291605850995	6.664885635137607	
533	0.012604499507080839	6.646992513275116	
534	0.010954511980184796	6.651815931540282	
535	0.011958248655622922	6.669575027838865	
536	0.012025379773673297	6.665013239745153	
537	0.015032112374079793	6.6657640149933925	
538	0.011384515337532666	6.6373182503527755	
539	0.010326788868224137	6.602498463708873	
540	0.013188310488485096	6.636672054859685	
541	0.011108413452372169	6.60668154923238	
542	0.014849997726788047	6.637641281387822	
543	0.012713432830380098	6.6565378560257145	
544	0.01486863478012785	6.642715944363128	
545	0.011879708066912223	6.66418694342708	
546	0.014025019218553892	6.627870099886912	
547	0.01526354472830034	6.659519994417968	
548	0.02097375526031166	6.65042237545762	
549	0.022683801311897903	6.630562153477133	
550	0.025160099764313472	6.612407556599661	
551	0.021835016759607525	6.635716925852119	
552	0.02588081897080018	6.622610694718899	
553	0.02179700851431108	6.634323636654448	
554	0.023603190448493617	6.63334130747378	
555	0.02366782828205705	6.628965560126237	
556	0.025848154995107484	6.626548920906123	
557	0.026110061592831264	6.629879326240291	
558	0.027927892186037757	6.6233805396001	
559	0.023205181139135334	6.6078070496019645	
560	0.025233285640709396	6.581200926477283	
561	0.022696548093514853	6.621766778206931	
562	0.022974035701649527	6.640757958651378	
563	0.021718562867177844	6.667334745427187	
564	0.02354934758303578	6.653035959960725	
565	0.019377078573954584	6.709606011689049	
566	0.024965524065181866	6.645559512116203	
567	0.02506813781744609	6.641100419805141	
568	0.024082175060462008	6.6320426286974286	
569	0.025857903716162516	6.633148497800449	
570	0.02609459031422578	6.611649668367184	
571	0.02442528659273707	6.628322607591286	
572	0.026009060366357816	6.621854080495323	
573	0.026983130169167778	6.636254791210248	
574	0.025792899463841036	6.620560732468655	
575	0.024160498584303226	6.6262640297297395	
576	0.027013072272986816	6.61655371041995	
577	0.026604153417431983	6.621716206319928	
578	0.020680359530953034	6.619201967518488	
579	0.024177650592862768	6.615141392137477	
580	0.022122040214212282	6.626006641683027	
581	0.024209056573010056	6.594289421811773	
582	0.025351614742987364	6.601942853556196	
583	0.022904431658845127	6.612698328923876	
584	0.02464833859557537	6.575548406550175	
585	0.02039368248776765	6.596006574894814	
586	0.02348496743398602	6.598401428798618	
587	0.02294070798063207	6.618057352670991	
588	0.021813095596470797	6.595591273113765	
589	0.02163662640075253	6.624428245127471	
590	0.023875003321243145	6.6009748220806355	
591	0.01950112827236121	6.627001792613081	
592	0.02223686715062139	6.602798342755888	
593	0.020729173576983173	6.587804629892012	
594	0.022697527150127274	6.586012037631295	
595	0.02064254764121346	6.5934268025485325	
596	0.02339690765343508	6.585901112260452	
597	0.020137893792882413	6.599365970715586	
598	0.019842273406419357	6.5913905873928975	
599	0.020731326805173193	6.630189345447072	
600	0.018941643575869374	6.619843279578157	
601	0.02102566152789507	6.611419594352437	
602	0.019011644944544787	6.614883001995374	
603	0.019873109867570633	6.623300167204027	
604	0.018493466849144612	6.654097971082038	
605	0.01888708994051148	6.638192042033841	
606	0.02009667892696607	6.651143525296185	
607	0.02032624531394781	6.6212037372345875	
608	0.019871578362228765	6.634298126236881	
609	0.019885573220360078	6.6344383371295415	
610	0.016588604601062762	6.64171952874956	
611	0.017906008523576145	6.650168802848746	
612	0.015642421214546533	6.657051164057716	
613	0.01634169799559473	6.643978290579389	
614	0.013506420447510582	6.648609942204022	
615	0.01730200772174621	6.656822195940077	
616	0.01659394154518152	6.661114750550423	
617	0.018789938681414767	6.694593824348147	
618	0.01957992976198644	6.689981043555421	
619	0.01669469258790824	6.7255425522293555	
620	0.018371734144997362	6.697487889128771	
621	0.019276646934011075	6.713482019483077	
622	0.017930769212348742	6.680725659876894	
623	0.02472292849207953	6.720025034946159	
624	0.02236900608171488	6.697350138667317	
625	0.024571192526187443	6.731607177251882	
626	0.025962020684441506	6.757860930762678	
627	0.025070780121650045	6.744785286172099	
628	0.020903916301180794	6.682202338878222	
629	0.020801260843282463	6.738393171202661	
630	0.01919079837215952	6.707488853093343	
631	0.01897525814850514	6.722263556341161	
632	0.021177355138197927	6.70069428067376	
633	0.01986971406260567	6.708380127739819	
634	0.018366315335777122	6.710540265237083	
635	0.023589846372335715	6.695510052869778	
636	0.019364109250140756	6.726032558615412	
637	0.019816662529912342	6.716971993312096	
638	0.023143271697673377	6.704566289009226	
639	0.01803859964558946	6.714171674788617	
640	0.01672463610834802	6.6808972162791145	
641	0.0167444712630557	6.680672223132342	
642	0.014938540345259283	6.695579833325535	
643	0.013450475445880494	6.690912209736947	
644	0.01622711629486321	6.713470220701406	
645	0.016332492841709904	6.7001429666606676	
646	0.0160025520256383	6.645662685281966	
647	0.016432335431520326	6.656018949105069	
648	0.013029403064777767	6.653362461437847	
649	0.014323022939614613	6.656977074930395	
650	0.016425398721227627	6.62052481265944	
651	0.017310128517861165	6.614065789894813	
652	0.018129949868323714	6.624381665111029	
653	0.01716666381463629	6.651159272973923	
654	0.01704050624225374	6.6373332211503415	
655	0.01768085406321943	6.575876220260648	
656	0.013939560880746778	6.597888982340525	
657	0.014854990549904353	6.611016064126544	
658	0.014271271992877158	6.595232490670316	
659	0.016427449504344833	6.607137743523132	
